createdAt,m,pl.Algo_flag,pl.Humidity,pl.NS,pl.Tempc,pl.Time,pl.m,pl.online,pl.proto,t,updatedAt
2023-06-04T18:30:58.490Z,C8:F0:9E:29:3F:99,0,64.00,-67,27.90,0:3:10 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:30:58.490Z
2023-06-04T18:33:28.501Z,C8:F0:9E:29:3F:99,0,63.30,-67,27.90,0:5:40 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:33:28.501Z
2023-06-04T18:35:58.496Z,C8:F0:9E:29:3F:99,0,63.40,-67,27.90,0:8:10 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:35:58.496Z
2023-06-04T18:38:28.493Z,C8:F0:9E:29:3F:99,0,64.10,-68,28.00,0:10:40 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:38:28.493Z
2023-06-04T18:40:58.513Z,C8:F0:9E:29:3F:99,0,63.90,-68,28.00,0:13:10 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:40:58.513Z
2023-06-04T18:43:28.526Z,C8:F0:9E:29:3F:99,0,63.70,-68,28.00,0:15:41 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:43:28.526Z
2023-06-04T18:45:58.526Z,C8:F0:9E:29:3F:99,0,63.50,-68,28.00,0:18:11 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:45:58.526Z
2023-06-04T18:48:28.485Z,C8:F0:9E:29:3F:99,0,63.60,-68,27.90,0:20:41 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:48:28.485Z
2023-06-04T18:50:58.525Z,C8:F0:9E:29:3F:99,0,63.40,-68,27.90,0:23:11 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:50:58.525Z
2023-06-04T18:53:28.489Z,C8:F0:9E:29:3F:99,0,63.60,-68,27.90,0:25:41 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:53:28.489Z
2023-06-04T18:55:58.525Z,C8:F0:9E:29:3F:99,0,63.30,-68,27.90,0:28:11 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:55:58.525Z
2023-06-04T18:58:28.486Z,C8:F0:9E:29:3F:99,0,63.20,-67,27.90,0:30:41 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T18:58:28.486Z
2023-06-04T19:00:58.494Z,C8:F0:9E:29:3F:99,0,63.00,-67,27.90,0:33:11 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T19:00:58.494Z
2023-06-04T19:03:28.513Z,C8:F0:9E:29:3F:99,0,63.20,-67,27.90,0:35:41 Mon 5 Jun 2023,C8:F0:9E:29:3F:99,online,,p,2023-06-04T19:03:28.513Z
