createdAt,m,pVal.createdAt,pVal.updatedAt,pl.Algo_flag,pl.Humidity,pl.NS,pl.Tempc,pl.Time,pl.m,pl.online,pl.proto,t,updatedAt
2023-06-04T18:30:31.662Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,31.10,0:0:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T18:30:31.662Z
2023-06-04T18:35:31.687Z,C8:F0:9E:28:00:CD,,,0,54.90,-50,31.10,0:5:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T18:35:31.687Z
2023-06-04T18:40:31.666Z,C8:F0:9E:28:00:CD,,,0,54.70,-50,31.20,0:10:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T18:40:31.666Z
2023-06-04T18:45:31.692Z,C8:F0:9E:28:00:CD,,,0,54.60,-50,31.20,0:15:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T18:45:31.692Z
2023-06-04T18:50:31.673Z,C8:F0:9E:28:00:CD,,,0,54.70,-50,31.20,0:20:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T18:50:31.673Z
2023-06-04T18:52:20.478Z,C8:F0:9E:28:00:CD,,,0,54.90,-49,31.20,0:22:19 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T18:52:20.478Z
2023-06-04T18:55:31.664Z,C8:F0:9E:28:00:CD,,,0,54.90,-50,31.20,0:25:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T18:55:31.664Z
2023-06-04T19:00:31.680Z,C8:F0:9E:28:00:CD,,,0,55.00,-49,31.10,0:30:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:00:31.680Z
2023-06-04T19:05:31.708Z,C8:F0:9E:28:00:CD,,,0,55.20,-50,31.10,0:35:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:05:31.708Z
2023-06-04T19:10:31.684Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,31.00,0:40:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:10:31.684Z
2023-06-04T19:15:31.704Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,31.00,0:45:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:15:31.704Z
2023-06-04T19:20:20.377Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,31.00,0:50:19 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T19:20:20.377Z
2023-06-04T19:20:31.683Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,31.00,0:50:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:20:31.683Z
2023-06-04T19:25:31.705Z,C8:F0:9E:28:00:CD,,,0,55.40,-49,31.00,0:55:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:25:31.705Z
2023-06-04T19:30:31.684Z,C8:F0:9E:28:00:CD,,,0,55.30,-49,30.90,1:0:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:30:31.684Z
2023-06-04T19:35:31.724Z,C8:F0:9E:28:00:CD,,,0,55.40,-49,30.90,1:5:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:35:31.724Z
2023-06-04T19:40:31.731Z,C8:F0:9E:28:00:CD,,,0,55.30,-49,30.90,1:10:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:40:31.731Z
2023-06-04T19:45:31.734Z,C8:F0:9E:28:00:CD,,,0,55.40,-48,30.90,1:15:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:45:31.734Z
2023-06-04T19:50:31.722Z,C8:F0:9E:28:00:CD,,,0,55.40,-48,30.90,1:20:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:50:31.722Z
2023-06-04T19:55:31.722Z,C8:F0:9E:28:00:CD,,,0,55.30,-49,30.90,1:25:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T19:55:31.722Z
2023-06-04T20:00:31.724Z,C8:F0:9E:28:00:CD,,,0,55.30,-49,30.90,1:30:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:00:31.724Z
2023-06-04T20:05:31.752Z,C8:F0:9E:28:00:CD,,,0,55.40,-49,30.90,1:35:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:05:31.752Z
2023-06-04T20:10:31.726Z,C8:F0:9E:28:00:CD,,,0,55.30,-50,30.90,1:40:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:10:31.726Z
2023-06-04T20:15:31.710Z,C8:F0:9E:28:00:CD,,,0,55.40,-49,30.90,1:45:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:15:31.710Z
2023-06-04T20:20:31.727Z,C8:F0:9E:28:00:CD,,,0,55.40,-49,30.90,1:50:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:20:31.727Z
2023-06-04T20:25:31.723Z,C8:F0:9E:28:00:CD,,,0,55.30,-49,30.90,1:55:30 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:25:31.723Z
2023-06-04T20:31:49.503Z,C8:F0:9E:28:00:CD,,,0,55.40,-49,30.90,2:1:48 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T20:31:49.503Z
2023-06-04T20:31:54.623Z,C8:F0:9E:28:00:CD,,,0,55.20,-50,31.00,0:0:4 Thu 1 Jan 1970,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T20:31:54.623Z
2023-06-04T20:31:55.786Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-04T20:31:55.781Z,,,,,2:1:54 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-04T20:31:55.786Z
2023-06-04T20:36:50.691Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,31.00,2:6:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:36:50.691Z
2023-06-04T20:37:39.413Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,31.20,2:7:38 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T20:37:39.413Z
2023-06-04T20:41:50.702Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,31.20,2:11:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:41:50.702Z
2023-06-04T20:46:50.718Z,C8:F0:9E:28:00:CD,,,0,54.90,-49,31.10,2:16:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:46:50.718Z
2023-06-04T20:51:50.708Z,C8:F0:9E:28:00:CD,,,0,55.00,-49,31.10,2:21:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:51:50.708Z
2023-06-04T20:56:50.713Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,31.00,2:26:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T20:56:50.713Z
2023-06-04T21:01:50.699Z,C8:F0:9E:28:00:CD,,,0,55.10,-50,31.00,2:31:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:01:50.699Z
2023-06-04T21:06:24.219Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,30.90,2:36:23 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T21:06:24.219Z
2023-06-04T21:06:50.704Z,C8:F0:9E:28:00:CD,,,0,55.30,-49,30.90,2:36:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:06:50.704Z
2023-06-04T21:11:50.699Z,C8:F0:9E:28:00:CD,,,0,55.30,-49,30.90,2:41:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:11:50.699Z
2023-06-04T21:16:50.714Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,30.90,2:46:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:16:50.714Z
2023-06-04T21:21:50.700Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,30.90,2:51:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:21:50.700Z
2023-06-04T21:26:50.705Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,30.90,2:56:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:26:50.705Z
2023-06-04T21:31:50.707Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,30.90,3:1:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:31:50.707Z
2023-06-04T21:36:50.703Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,30.90,3:6:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:36:50.703Z
2023-06-04T21:41:50.706Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,30.90,3:11:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:41:50.706Z
2023-06-04T21:46:50.704Z,C8:F0:9E:28:00:CD,,,0,55.20,-49,30.90,3:16:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:46:50.704Z
2023-06-04T21:51:50.703Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,30.90,3:21:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:51:50.703Z
2023-06-04T21:56:50.723Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,30.90,3:26:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T21:56:50.723Z
2023-06-04T22:01:50.730Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,30.90,3:31:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:01:50.730Z
2023-06-04T22:06:50.727Z,C8:F0:9E:28:00:CD,,,0,54.90,-49,30.90,3:36:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:06:50.727Z
2023-06-04T22:11:50.725Z,C8:F0:9E:28:00:CD,,,0,55.10,-49,30.90,3:41:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:11:50.725Z
2023-06-04T22:14:54.379Z,C8:F0:9E:28:00:CD,,,0,55.00,-49,30.90,3:44:53 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T22:14:54.379Z
2023-06-04T22:16:50.723Z,C8:F0:9E:28:00:CD,,,0,55.00,-49,30.90,3:46:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:16:50.723Z
2023-06-04T22:21:50.723Z,C8:F0:9E:28:00:CD,,,0,54.90,-49,30.90,3:51:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:21:50.723Z
2023-06-04T22:26:50.722Z,C8:F0:9E:28:00:CD,,,0,54.90,-49,30.90,3:56:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:26:50.722Z
2023-06-04T22:31:50.723Z,C8:F0:9E:28:00:CD,,,0,55.00,-49,30.90,4:1:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:31:50.723Z
2023-06-04T22:36:50.731Z,C8:F0:9E:28:00:CD,,,0,54.90,-49,30.90,4:6:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:36:50.731Z
2023-06-04T22:41:50.730Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.90,4:11:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:41:50.730Z
2023-06-04T22:46:50.723Z,C8:F0:9E:28:00:CD,,,0,54.60,-50,30.90,4:16:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:46:50.723Z
2023-06-04T22:51:50.722Z,C8:F0:9E:28:00:CD,,,0,55.00,-49,30.90,4:21:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:51:50.722Z
2023-06-04T22:56:50.731Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.90,4:26:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T22:56:50.731Z
2023-06-04T23:01:50.749Z,C8:F0:9E:28:00:CD,,,0,54.80,-48,30.90,4:31:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:01:50.749Z
2023-06-04T23:06:50.742Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,4:36:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:06:50.742Z
2023-06-04T23:11:50.723Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.90,4:41:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:11:50.723Z
2023-06-04T23:16:50.746Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,4:46:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:16:50.746Z
2023-06-04T23:21:50.742Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.80,4:51:49 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:21:50.742Z
2023-06-04T23:25:09.381Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,4:55:8 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T23:25:09.381Z
2023-06-04T23:25:13.684Z,C8:F0:9E:28:00:CD,,,0,54.80,-51,30.90,0:0:3 Thu 1 Jan 1970,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T23:25:13.684Z
2023-06-04T23:25:14.822Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-04T23:25:14.818Z,,,,,4:55:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-04T23:25:14.822Z
2023-06-04T23:26:03.362Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.80,4:56:2 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T23:26:03.362Z
2023-06-04T23:30:10.592Z,C8:F0:9E:28:00:CD,,,0,54.70,-48,30.80,5:0:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:30:10.592Z
2023-06-04T23:35:10.593Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.90,5:5:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:35:10.593Z
2023-06-04T23:40:10.599Z,C8:F0:9E:28:00:CD,,,0,54.80,-48,30.90,5:10:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:40:10.599Z
2023-06-04T23:45:10.594Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,5:15:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:45:10.594Z
2023-06-04T23:50:10.587Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.90,5:20:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:50:10.587Z
2023-06-04T23:55:10.598Z,C8:F0:9E:28:00:CD,,,0,54.70,-50,30.90,5:25:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-04T23:55:10.598Z
2023-06-04T23:55:59.213Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,5:25:58 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-04T23:55:59.213Z
2023-06-05T00:00:10.609Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,5:30:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:00:10.609Z
2023-06-05T00:05:10.585Z,C8:F0:9E:28:00:CD,,,0,54.70,-50,30.90,5:35:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:05:10.585Z
2023-06-05T00:10:10.586Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,5:40:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:10:10.586Z
2023-06-05T00:15:10.583Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.90,5:45:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:15:10.583Z
2023-06-05T00:16:59.218Z,C8:F0:9E:28:00:CD,,,0,54.60,-50,30.90,5:46:58 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-05T00:16:59.218Z
2023-06-05T00:20:10.582Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,5:50:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:20:10.582Z
2023-06-05T00:25:10.606Z,C8:F0:9E:28:00:CD,,,0,54.60,-51,30.90,5:55:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:25:10.606Z
2023-06-05T00:30:10.621Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,6:0:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:30:10.621Z
2023-06-05T00:35:10.622Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,6:5:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:35:10.622Z
2023-06-05T00:40:10.604Z,C8:F0:9E:28:00:CD,,,0,54.50,-49,30.90,6:10:9 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:40:10.604Z
2023-06-05T00:43:14.223Z,C8:F0:9E:28:00:CD,,,0,54.50,-49,30.90,6:13:13 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-05T00:43:14.223Z
2023-06-05T00:43:18.523Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,0:0:3 Thu 1 Jan 1970,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-05T00:43:18.523Z
2023-06-05T00:43:19.692Z,C8:F0:9E:28:00:CD,2022-12-27T04:08:45.731Z,2023-06-05T00:43:19.687Z,,,,,6:13:18 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,,m,2023-06-05T00:43:19.692Z
2023-06-05T00:48:15.392Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,6:18:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:48:15.392Z
2023-06-05T00:53:15.380Z,C8:F0:9E:28:00:CD,,,0,54.50,-49,30.90,6:23:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:53:15.380Z
2023-06-05T00:58:15.391Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,6:28:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T00:58:15.391Z
2023-06-05T01:03:15.380Z,C8:F0:9E:28:00:CD,,,0,54.50,-49,30.90,6:33:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:03:15.380Z
2023-06-05T01:08:15.424Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,6:38:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:08:15.424Z
2023-06-05T01:13:15.390Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,6:43:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:13:15.390Z
2023-06-05T01:18:15.411Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,6:48:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:18:15.411Z
2023-06-05T01:23:15.391Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,6:53:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:23:15.391Z
2023-06-05T01:28:15.413Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,30.90,6:58:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:28:15.413Z
2023-06-05T01:32:34.007Z,C8:F0:9E:28:00:CD,,,0,54.80,-48,30.90,7:2:33 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-05T01:32:34.007Z
2023-06-05T01:33:15.369Z,C8:F0:9E:28:00:CD,,,0,54.50,-49,30.90,7:3:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:33:15.369Z
2023-06-05T01:38:15.436Z,C8:F0:9E:28:00:CD,,,0,54.60,-50,30.90,7:8:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:38:15.436Z
2023-06-05T01:42:34.072Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,7:12:33 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-05T01:42:34.072Z
2023-06-05T01:43:15.409Z,C8:F0:9E:28:00:CD,,,0,54.50,-49,30.90,7:13:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:43:15.409Z
2023-06-05T01:48:15.418Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,7:18:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:48:15.418Z
2023-06-05T01:53:15.408Z,C8:F0:9E:28:00:CD,,,0,54.50,-50,30.90,7:23:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:53:15.408Z
2023-06-05T01:58:15.430Z,C8:F0:9E:28:00:CD,,,0,54.60,-50,30.90,7:28:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T01:58:15.430Z
2023-06-05T02:03:15.410Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,7:33:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:03:15.410Z
2023-06-05T02:08:15.411Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,7:38:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:08:15.411Z
2023-06-05T02:13:15.418Z,C8:F0:9E:28:00:CD,,,0,54.50,-49,30.90,7:43:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:13:15.418Z
2023-06-05T02:18:15.411Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,30.90,7:48:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:18:15.411Z
2023-06-05T02:23:15.399Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,7:53:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:23:15.399Z
2023-06-05T02:28:15.410Z,C8:F0:9E:28:00:CD,,,0,54.60,-51,30.90,7:58:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:28:15.410Z
2023-06-05T02:33:15.392Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,31.00,8:3:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:33:15.392Z
2023-06-05T02:38:15.409Z,C8:F0:9E:28:00:CD,,,0,54.60,-49,30.90,8:8:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:38:15.409Z
2023-06-05T02:43:15.431Z,C8:F0:9E:28:00:CD,,,0,54.70,-49,31.00,8:13:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:43:15.431Z
2023-06-05T02:48:15.388Z,C8:F0:9E:28:00:CD,,,0,54.40,-50,31.10,8:18:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:48:15.388Z
2023-06-05T02:53:15.408Z,C8:F0:9E:28:00:CD,,,0,54.50,-49,31.10,8:23:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:53:15.408Z
2023-06-05T02:58:15.432Z,C8:F0:9E:28:00:CD,,,0,54.70,-50,31.10,8:28:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T02:58:15.432Z
2023-06-05T03:03:15.430Z,C8:F0:9E:28:00:CD,,,0,54.50,-50,31.10,8:33:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:03:15.430Z
2023-06-05T03:08:15.432Z,C8:F0:9E:28:00:CD,,,0,54.60,-50,31.10,8:38:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:08:15.432Z
2023-06-05T03:09:19.237Z,C8:F0:9E:28:00:CD,,,0,55.00,-50,31.10,8:39:18 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,,COOLIX+NONE,do,2023-06-05T03:09:19.237Z
2023-06-05T03:13:15.454Z,C8:F0:9E:28:00:CD,,,0,55.00,-49,31.10,8:43:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:13:15.454Z
2023-06-05T03:18:15.432Z,C8:F0:9E:28:00:CD,,,0,54.90,-49,31.10,8:48:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:18:15.432Z
2023-06-05T03:23:15.433Z,C8:F0:9E:28:00:CD,,,0,55.00,-50,31.10,8:53:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:23:15.433Z
2023-06-05T03:28:15.412Z,C8:F0:9E:28:00:CD,,,0,55.00,-49,31.10,8:58:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:28:15.412Z
2023-06-05T03:33:15.410Z,C8:F0:9E:28:00:CD,,,0,54.80,-49,31.20,9:3:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:33:15.410Z
2023-06-05T03:38:15.450Z,C8:F0:9E:28:00:CD,,,0,54.90,-50,31.20,9:8:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:38:15.450Z
2023-06-05T03:43:15.449Z,C8:F0:9E:28:00:CD,,,0,54.80,-50,31.20,9:13:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:43:15.449Z
2023-06-05T03:48:15.412Z,C8:F0:9E:28:00:CD,,,0,54.90,-50,31.30,9:18:14 Mon 5 Jun 2023,C8:F0:9E:28:00:CD,online,,p,2023-06-05T03:48:15.412Z
