createdAt,m,pl.Algo_flag,pl.Humidity,pl.NS,pl.Tempc,pl.Time,pl.m,pl.online,t,updatedAt
2023-06-01T18:31:39.064Z,C8:F0:9E:29:41:11,0,64.00,-58,28.70,0:1:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:31:39.064Z
2023-06-01T18:34:08.971Z,C8:F0:9E:29:41:11,0,63.90,-58,28.70,0:4:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:34:08.971Z
2023-06-01T18:36:38.971Z,C8:F0:9E:29:41:11,0,63.70,-58,28.70,0:6:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:36:38.971Z
2023-06-01T18:39:08.971Z,C8:F0:9E:29:41:11,0,63.80,-58,28.70,0:9:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:39:08.971Z
2023-06-01T18:41:38.972Z,C8:F0:9E:29:41:11,0,63.90,-58,28.70,0:11:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:41:38.972Z
2023-06-01T18:44:08.970Z,C8:F0:9E:29:41:11,0,63.90,-58,28.70,0:14:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:44:08.970Z
2023-06-01T18:46:38.962Z,C8:F0:9E:29:41:11,0,63.90,-58,28.70,0:16:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:46:38.962Z
2023-06-01T18:49:08.971Z,C8:F0:9E:29:41:11,0,63.70,-58,28.70,0:19:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:49:08.971Z
2023-06-01T18:51:38.970Z,C8:F0:9E:29:41:11,0,63.60,-58,28.70,0:21:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:51:38.970Z
2023-06-01T18:54:08.970Z,C8:F0:9E:29:41:11,0,63.70,-59,28.70,0:24:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:54:08.970Z
2023-06-01T18:56:38.970Z,C8:F0:9E:29:41:11,0,63.70,-59,28.80,0:26:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:56:38.970Z
2023-06-01T18:59:08.971Z,C8:F0:9E:29:41:11,0,63.80,-59,28.80,0:29:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T18:59:08.971Z
2023-06-01T19:01:38.997Z,C8:F0:9E:29:41:11,0,63.80,-58,28.80,0:31:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:01:38.997Z
2023-06-01T19:04:08.997Z,C8:F0:9E:29:41:11,0,63.90,-58,28.80,0:34:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:04:08.997Z
2023-06-01T19:06:38.973Z,C8:F0:9E:29:41:11,0,63.80,-58,28.80,0:36:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:06:38.973Z
2023-06-01T19:09:08.998Z,C8:F0:9E:29:41:11,0,63.60,-58,28.80,0:39:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:09:08.998Z
2023-06-01T19:11:38.999Z,C8:F0:9E:29:41:11,0,63.70,-58,28.80,0:41:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:11:38.999Z
2023-06-01T19:14:08.996Z,C8:F0:9E:29:41:11,0,63.70,-58,28.80,0:44:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:14:08.996Z
2023-06-01T19:16:38.998Z,C8:F0:9E:29:41:11,0,63.90,-58,28.80,0:46:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:16:38.998Z
2023-06-01T19:19:08.974Z,C8:F0:9E:29:41:11,0,63.90,-58,28.80,0:49:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:19:08.974Z
2023-06-01T19:21:38.997Z,C8:F0:9E:29:41:11,0,64.00,-58,28.80,0:51:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:21:38.997Z
2023-06-01T19:24:08.998Z,C8:F0:9E:29:41:11,0,63.90,-58,28.80,0:54:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:24:08.998Z
2023-06-01T19:26:38.996Z,C8:F0:9E:29:41:11,0,63.70,-57,28.90,0:56:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:26:38.996Z
2023-06-01T19:29:08.973Z,C8:F0:9E:29:41:11,0,63.70,-58,28.90,0:59:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:29:08.973Z
2023-06-01T19:31:38.997Z,C8:F0:9E:29:41:11,0,63.80,-58,28.90,1:1:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:31:38.997Z
2023-06-01T19:34:08.972Z,C8:F0:9E:29:41:11,0,63.80,-58,28.90,1:4:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:34:08.972Z
2023-06-01T19:36:38.990Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:6:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:36:38.990Z
2023-06-01T19:39:08.991Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:9:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:39:08.991Z
2023-06-01T19:41:38.991Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,1:11:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:41:38.991Z
2023-06-01T19:44:08.990Z,C8:F0:9E:29:41:11,0,63.70,-58,28.90,1:14:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:44:08.990Z
2023-06-01T19:46:38.990Z,C8:F0:9E:29:41:11,0,63.70,-58,28.90,1:16:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:46:38.990Z
2023-06-01T19:49:08.991Z,C8:F0:9E:29:41:11,0,63.80,-59,28.90,1:19:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:49:08.991Z
2023-06-01T19:51:38.999Z,C8:F0:9E:29:41:11,0,63.80,-58,28.90,1:21:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:51:38.999Z
2023-06-01T19:54:08.990Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:24:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:54:08.990Z
2023-06-01T19:56:38.993Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:26:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:56:38.993Z
2023-06-01T19:59:08.991Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:29:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T19:59:08.991Z
2023-06-01T20:01:38.990Z,C8:F0:9E:29:41:11,0,63.80,-59,28.90,1:31:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:01:38.990Z
2023-06-01T20:04:08.990Z,C8:F0:9E:29:41:11,0,63.70,-58,28.90,1:34:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:04:08.990Z
2023-06-01T20:06:38.997Z,C8:F0:9E:29:41:11,0,63.80,-58,28.90,1:36:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:06:38.997Z
2023-06-01T20:09:09.005Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:39:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:09:09.005Z
2023-06-01T20:11:39.001Z,C8:F0:9E:29:41:11,0,63.90,-59,28.90,1:41:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:11:39.001Z
2023-06-01T20:14:09.007Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,1:44:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:14:09.007Z
2023-06-01T20:16:38.998Z,C8:F0:9E:29:41:11,0,64.00,-55,28.90,1:46:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:16:38.998Z
2023-06-01T20:19:08.997Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:49:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:19:08.997Z
2023-06-01T20:21:38.990Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,1:51:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:21:38.990Z
2023-06-01T20:24:08.998Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:54:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:24:08.998Z
2023-06-01T20:26:39.000Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,1:56:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:26:39.000Z
2023-06-01T20:29:08.999Z,C8:F0:9E:29:41:11,0,63.80,-58,28.90,1:59:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:29:08.999Z
2023-06-01T20:31:38.999Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,2:1:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:31:38.999Z
2023-06-01T20:34:09.006Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,2:4:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:34:09.006Z
2023-06-01T20:36:39.011Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,2:6:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:36:39.011Z
2023-06-01T20:39:09.011Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,2:9:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:39:09.011Z
2023-06-01T20:41:39.011Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,2:11:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:41:39.011Z
2023-06-01T20:44:09.003Z,C8:F0:9E:29:41:11,0,64.00,-55,28.90,2:14:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:44:09.003Z
2023-06-01T20:46:39.002Z,C8:F0:9E:29:41:11,0,64.10,-58,28.90,2:16:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:46:39.002Z
2023-06-01T20:49:09.003Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,2:19:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:49:09.003Z
2023-06-01T20:51:39.011Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,2:21:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:51:39.011Z
2023-06-01T20:54:09.011Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,2:24:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:54:09.011Z
2023-06-01T20:56:39.017Z,C8:F0:9E:29:41:11,0,63.90,-58,28.90,2:26:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:56:39.017Z
2023-06-01T20:59:09.011Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,2:29:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T20:59:09.011Z
2023-06-01T21:01:39.011Z,C8:F0:9E:29:41:11,0,64.00,-58,28.90,2:31:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:01:39.011Z
2023-06-01T21:04:09.010Z,C8:F0:9E:29:41:11,0,64.10,-58,28.90,2:34:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:04:09.010Z
2023-06-01T21:06:39.010Z,C8:F0:9E:29:41:11,0,64.20,-58,28.90,2:36:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:06:39.010Z
2023-06-01T21:09:09.041Z,C8:F0:9E:29:41:11,0,64.20,-58,29.00,2:39:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:09:09.041Z
2023-06-01T21:11:39.014Z,C8:F0:9E:29:41:11,0,64.20,-58,29.00,2:41:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:11:39.014Z
2023-06-01T21:14:09.003Z,C8:F0:9E:29:41:11,0,64.00,-58,29.00,2:44:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:14:09.003Z
2023-06-01T21:16:39.036Z,C8:F0:9E:29:41:11,0,64.00,-58,29.00,2:46:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:16:39.036Z
2023-06-01T21:19:09.013Z,C8:F0:9E:29:41:11,0,64.10,-58,29.00,2:49:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:19:09.013Z
2023-06-01T21:21:39.038Z,C8:F0:9E:29:41:11,0,64.10,-58,28.90,2:51:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:21:39.038Z
2023-06-01T21:24:09.037Z,C8:F0:9E:29:41:11,0,64.20,-58,29.00,2:54:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:24:09.037Z
2023-06-01T21:26:39.037Z,C8:F0:9E:29:41:11,0,64.20,-58,29.00,2:56:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:26:39.037Z
2023-06-01T21:29:09.037Z,C8:F0:9E:29:41:11,0,64.30,-58,29.00,2:59:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:29:09.037Z
2023-06-01T21:31:39.036Z,C8:F0:9E:29:41:11,0,64.20,-59,29.00,3:1:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:31:39.036Z
2023-06-01T21:34:09.036Z,C8:F0:9E:29:41:11,0,64.10,-58,29.00,3:4:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:34:09.036Z
2023-06-01T21:36:39.036Z,C8:F0:9E:29:41:11,0,64.10,-58,29.00,3:6:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:36:39.036Z
2023-06-01T21:39:09.037Z,C8:F0:9E:29:41:11,0,64.20,-59,29.00,3:9:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:39:09.037Z
2023-06-01T21:41:39.037Z,C8:F0:9E:29:41:11,0,64.20,-58,29.00,3:11:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:41:39.037Z
2023-06-01T21:44:09.030Z,C8:F0:9E:29:41:11,0,64.30,-58,29.00,3:14:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:44:09.030Z
2023-06-01T21:46:39.034Z,C8:F0:9E:29:41:11,0,64.30,-58,29.00,3:16:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:46:39.034Z
2023-06-01T21:49:09.030Z,C8:F0:9E:29:41:11,0,64.30,-59,29.00,3:19:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:49:09.030Z
2023-06-01T21:51:39.039Z,C8:F0:9E:29:41:11,0,64.20,-58,29.00,3:21:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:51:39.039Z
2023-06-01T21:54:09.030Z,C8:F0:9E:29:41:11,0,64.20,-59,29.00,3:24:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:54:09.030Z
2023-06-01T21:56:39.038Z,C8:F0:9E:29:41:11,0,64.30,-58,29.00,3:26:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:56:39.038Z
2023-06-01T21:59:09.030Z,C8:F0:9E:29:41:11,0,64.40,-58,29.00,3:29:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T21:59:09.030Z
2023-06-01T22:01:39.039Z,C8:F0:9E:29:41:11,0,64.40,-57,29.00,3:31:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:01:39.039Z
2023-06-01T22:04:09.039Z,C8:F0:9E:29:41:11,0,64.40,-58,29.00,3:34:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:04:09.039Z
2023-06-01T22:06:39.032Z,C8:F0:9E:29:41:11,0,64.40,-58,29.00,3:36:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:06:39.032Z
2023-06-01T22:09:09.040Z,C8:F0:9E:29:41:11,0,64.30,-59,29.00,3:39:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:09:09.040Z
2023-06-01T22:11:39.031Z,C8:F0:9E:29:41:11,0,64.30,-58,29.00,3:41:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:11:39.031Z
2023-06-01T22:14:09.031Z,C8:F0:9E:29:41:11,0,64.40,-58,29.00,3:44:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:14:09.031Z
2023-06-01T22:16:39.037Z,C8:F0:9E:29:41:11,0,64.40,-58,29.00,3:46:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:16:39.037Z
2023-06-01T22:19:09.037Z,C8:F0:9E:29:41:11,0,64.50,-58,29.00,3:49:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:19:09.037Z
2023-06-01T22:21:39.037Z,C8:F0:9E:29:41:11,0,64.50,-59,29.00,3:51:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:21:39.037Z
2023-06-01T22:24:09.046Z,C8:F0:9E:29:41:11,0,64.50,-58,29.00,3:54:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:24:09.046Z
2023-06-01T22:26:39.037Z,C8:F0:9E:29:41:11,0,64.60,-58,29.00,3:56:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:26:39.037Z
2023-06-01T22:29:09.046Z,C8:F0:9E:29:41:11,0,64.40,-58,29.00,3:59:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:29:09.046Z
2023-06-01T22:31:39.038Z,C8:F0:9E:29:41:11,0,64.30,-58,29.00,4:1:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:31:39.038Z
2023-06-01T22:34:09.045Z,C8:F0:9E:29:41:11,0,64.40,-59,29.00,4:4:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:34:09.045Z
2023-06-01T22:36:39.038Z,C8:F0:9E:29:41:11,0,64.50,-58,29.00,4:6:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:36:39.038Z
2023-06-01T22:39:09.038Z,C8:F0:9E:29:41:11,0,64.50,-59,29.00,4:9:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:39:09.038Z
2023-06-01T22:41:39.046Z,C8:F0:9E:29:41:11,0,64.60,-59,29.00,4:11:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:41:39.046Z
2023-06-01T22:44:09.045Z,C8:F0:9E:29:41:11,0,64.50,-58,29.00,4:14:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:44:09.045Z
2023-06-01T22:46:39.051Z,C8:F0:9E:29:41:11,0,64.20,-58,29.10,4:16:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:46:39.051Z
2023-06-01T22:49:09.050Z,C8:F0:9E:29:41:11,0,64.30,-58,29.00,4:19:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:49:09.050Z
2023-06-01T22:51:39.050Z,C8:F0:9E:29:41:11,0,64.50,-59,29.00,4:21:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:51:39.050Z
2023-06-01T22:54:09.050Z,C8:F0:9E:29:41:11,0,64.60,-58,29.00,4:24:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:54:09.050Z
2023-06-01T22:56:39.043Z,C8:F0:9E:29:41:11,0,64.60,-58,29.00,4:26:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:56:39.043Z
2023-06-01T22:59:09.050Z,C8:F0:9E:29:41:11,0,64.70,-59,29.10,4:29:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T22:59:09.050Z
2023-06-01T23:01:39.153Z,C8:F0:9E:29:41:11,0,64.60,-56,29.00,4:31:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:01:39.153Z
2023-06-01T23:04:09.050Z,C8:F0:9E:29:41:11,0,64.40,-58,29.10,4:34:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:04:09.050Z
2023-06-01T23:06:39.050Z,C8:F0:9E:29:41:11,0,64.50,-58,29.00,4:36:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:06:39.050Z
2023-06-01T23:09:09.164Z,C8:F0:9E:29:41:11,0,64.50,-56,29.10,4:39:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:09:09.164Z
2023-06-01T23:11:39.051Z,C8:F0:9E:29:41:11,0,64.60,-58,29.10,4:41:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:11:39.051Z
2023-06-01T23:14:09.050Z,C8:F0:9E:29:41:11,0,64.60,-58,29.10,4:44:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:14:09.050Z
2023-06-01T23:16:39.052Z,C8:F0:9E:29:41:11,0,64.70,-58,29.10,4:46:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:16:39.052Z
2023-06-01T23:19:09.053Z,C8:F0:9E:29:41:11,0,64.60,-58,29.10,4:49:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:19:09.053Z
2023-06-01T23:21:39.080Z,C8:F0:9E:29:41:11,0,64.30,-58,29.10,4:51:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:21:39.080Z
2023-06-01T23:24:09.078Z,C8:F0:9E:29:41:11,0,64.40,-58,29.10,4:54:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:24:09.078Z
2023-06-01T23:26:39.077Z,C8:F0:9E:29:41:11,0,64.50,-58,29.10,4:56:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:26:39.077Z
2023-06-01T23:29:09.052Z,C8:F0:9E:29:41:11,0,64.60,-58,29.10,4:59:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:29:09.052Z
2023-06-01T23:31:39.077Z,C8:F0:9E:29:41:11,0,64.60,-58,29.10,5:1:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:31:39.077Z
2023-06-01T23:34:09.153Z,C8:F0:9E:29:41:11,0,64.70,-56,29.10,5:4:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:34:09.153Z
2023-06-01T23:36:39.071Z,C8:F0:9E:29:41:11,0,64.60,-58,29.10,5:6:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:36:39.071Z
2023-06-01T23:39:09.076Z,C8:F0:9E:29:41:11,0,64.30,-58,29.10,5:9:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:39:09.076Z
2023-06-01T23:41:39.077Z,C8:F0:9E:29:41:11,0,64.30,-59,29.10,5:11:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:41:39.077Z
2023-06-01T23:44:09.077Z,C8:F0:9E:29:41:11,0,64.40,-57,29.10,5:14:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:44:09.077Z
2023-06-01T23:46:39.076Z,C8:F0:9E:29:41:11,0,64.50,-58,29.10,5:16:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:46:39.076Z
2023-06-01T23:49:09.167Z,C8:F0:9E:29:41:11,0,64.50,-58,29.10,5:19:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:49:09.167Z
2023-06-01T23:51:39.053Z,C8:F0:9E:29:41:11,0,64.50,-57,29.10,5:21:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:51:39.053Z
2023-06-01T23:54:09.076Z,C8:F0:9E:29:41:11,0,64.50,-57,29.10,5:24:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:54:09.076Z
2023-06-01T23:56:39.071Z,C8:F0:9E:29:41:11,0,64.30,-55,29.10,5:26:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:56:39.071Z
2023-06-01T23:59:09.071Z,C8:F0:9E:29:41:11,0,64.20,-57,29.10,5:29:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-01T23:59:09.071Z
2023-06-02T00:01:39.070Z,C8:F0:9E:29:41:11,0,64.30,-58,29.10,5:31:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-02T00:01:39.070Z
2023-06-02T00:04:09.071Z,C8:F0:9E:29:41:11,0,64.30,-58,29.10,5:34:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-02T00:04:09.071Z
2023-06-02T00:06:39.071Z,C8:F0:9E:29:41:11,0,64.40,-57,29.10,5:36:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-02T00:06:39.071Z
2023-06-02T00:09:09.070Z,C8:F0:9E:29:41:11,0,64.50,-57,29.10,5:39:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-02T00:09:09.070Z
2023-06-02T00:11:39.070Z,C8:F0:9E:29:41:11,0,64.50,-57,29.10,5:41:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-02T00:11:39.070Z
2023-06-02T00:14:09.071Z,C8:F0:9E:29:41:11,0,64.40,-58,29.10,5:44:7 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-02T00:14:09.071Z
2023-06-02T00:16:39.078Z,C8:F0:9E:29:41:11,0,64.30,-58,29.10,5:46:37 Fri 2 Jun 2023,C8:F0:9E:29:41:11,online,p,2023-06-02T00:16:39.078Z
